disease,biospecimen_samples,taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom,qualifier
alzheimer's disease,faeces,189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,dorea,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
alzheimer's disease,faeces,239759,"[239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171550,,alistipes,rikenellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
alzheimer's disease,faeces,29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,Bacteroides_sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
alzheimer's disease,faeces,1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,Parabacteroides_sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
alzheimer's disease,faeces,40544,"[40544, 995019, 80840, 28216, 1224, 2, 131567, 1]",995019,,sutterella,sutterellaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,reduced
alzheimer's disease,faeces,577309,"[577309, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171552,,paraprevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
alzheimer's disease,blood,469,"[469, 468, 2887326, 1236, 1224, 2, 131567, 1]",468,,acinetobacter,moraxellaceae,moraxellales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
alzheimer's disease,blood,2745,"[2745, 28256, 135619, 1236, 1224, 2, 131567, 1]",28256,,halomonas,halomonadaceae,oceanospirillales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
alzheimer's disease,blood,55968,"[55968, 85023, 85006, 1760, 201174, 1783272, 2, 131567, 1]",85023,,leucobacter,microbacteriaceae,micrococcales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
alzheimer's disease,blood,528,"[528, 2826938, 118882, 356, 28211, 1224, 2, 131567, 1]",2826938,,ochrobactrum,brucellaceae,hyphomicrobiales,alphaproteobacteria,Pseudomonadota,,bacteria,reduced
alzheimer's disease,blood,12916,"[12916, 80864, 80840, 28216, 1224, 2, 131567, 1]",80864,,acidovorax,comamonadaceae,burkholderiales,betaproteobacteria,Pseudomonadota,,bacteria,elevated
alzheimer's disease,blood,561,"[561, 543, 91347, 1236, 1224, 2, 131567, 1]",543,,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
alzheimer's disease,blood,286,"[286, 135621, 72274, 1236, 1224, 2, 131567, 1]",135621,,pseudomonas,pseudomonadaceae,pseudomonadales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
alzheimer's disease,blood,1743,"[1743, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",31957,,propionibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
alzheimer's disease,blood,610116,"[610116, 69277, 356, 28211, 1224, 2, 131567, 1]",69277,,aliihoeflea,phyllobacteriaceae,hyphomicrobiales,alphaproteobacteria,Pseudomonadota,,bacteria,reduced
alzheimer's disease,blood,227873,"[227873, 2821832, 356, 28211, 1224, 2, 131567, 1]",2821832,,pannonibacter,stappiaceae,hyphomicrobiales,alphaproteobacteria,Pseudomonadota,,bacteria,reduced
alzheimer's disease,blood,1742989,"[1742989, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",1268,,glutamicibacter,micrococcaceae,micrococcales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
type 2 diabetes,faeces,625,"[625, 2629414, 620, 543, 91347, 1236, 1224, 2, 131567, 1]",2629414,Shigella_sp.,shigella,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
obesity,faeces,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
obesity,faeces,39948,"[39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,dialister,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
obesity,faeces,580596,"[580596, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,butyricicoccus,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
obesity,faeces,109326,"[109326, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,anaerovorax,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
obesity,faeces,244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
obesity,faeces,574697,"[574697, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,butyricimonas,odoribacteraceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
obesity,faeces,1392389,"[1392389, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",538999,,intestinimonas,,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
obesity,faeces,283168,"[283168, 1853231, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",1853231,,odoribacter,odoribacteraceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
obesity,faeces,41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,Ruminococcus_sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
obesity,faeces,239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,reduced
obesity,faeces,1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,Parabacteroides_sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
obesity,faeces,397864,"[397864, 2005519, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2005519,,barnesiella,barnesiellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
obesity,faeces,853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,Faecalibacterium_prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
obesity,faeces,459786,"[459786, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,oscillibacter,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
obesity,faeces,239759,"[239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171550,,alistipes,rikenellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
pediculosis,skin swab,29388,"[29388, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,Staphylococcus_capitis,staphylococcus,staphylococcaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,reduced
pediculosis,skin swab,1282,"[1282, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,Staphylococcus_epidermidis,staphylococcus,staphylococcaceae,bacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
pediculosis,skin swab,746128,"[746128, 2720872, 5052, 1131492, 5042, 451871, 147545, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",2720872,Aspergillus_fumigatus,aspergillus,aspergillaceae,eurotiales,eurotiomycetes,Ascomycota,opisthokonta,eukaryota,elevated
pediculosis,skin swab,33194,"[33194, 28556, 715340, 92860, 451868, 147541, 715962, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",28556,,bipolaris,pleosporaceae,pleosporales,dothideomycetes,Ascomycota,opisthokonta,eukaryota,elevated
pediculosis,skin swab,5149,"[5149, 35718, 5139, 222544, 147550, 715989, 716546, 147538, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",35718,,chaetomium,chaetomiaceae,sordariales,sordariomycetes,Ascomycota,opisthokonta,eukaryota,elevated
pediculosis,skin swab,4958,"[4958, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",766764,,debaryomyces,debaryomycetaceae,saccharomycetales,saccharomycetes,Ascomycota,opisthokonta,eukaryota,reduced
type 2 diabetes,faeces,218538,"[218538, 39948, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",39948,Dialister_invisus,dialister,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,reduced
type 2 diabetes,faeces,301301,"[301301, 841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",841,Roseburia_hominis,roseburia,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
type 2 diabetes,faeces,239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,Akkermansia_muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,reduced
type 2 diabetes,faeces,261299,"[261299, 1505657, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1505657,Intestinibacter_bartlettii,intestinibacter,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
type 2 diabetes,faeces,1304,"[1304, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,Streptococcus_salivarius,streptococcus,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
type 2 diabetes,faeces,562,"[562, 561, 543, 91347, 1236, 1224, 2, 131567, 1]",561,Escherichia_coli,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
type 2 diabetes,faeces,84111,"[84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
type 2 diabetes,faeces,47678,"[47678, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,Bacteroides_caccae,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
type 2 diabetes,faeces,338188,"[338188, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",816,Bacteroides_finegoldii,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
type 2 diabetes,faeces,907,"[907, 906, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",906,Megasphaera_elsdenii,megasphaera,veillonellaceae,veillonellales,negativicutes,Bacillota,terrabacteria group,bacteria,elevated
type 2 diabetes,faeces,147207,"[147207, 102106, 84107, 84999, 84998, 201174, 1783272, 2, 131567, 1]",102106,Collinsella_intestinalis,collinsella,coriobacteriaceae,coriobacteriales,coriobacteriia,Actinomycetota,terrabacteria group,bacteria,elevated
inflammatory bowel disease,faeces,29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,Bacteroides_sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
inflammatory bowel disease,faeces,853,"[853, 216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216851,Faecalibacterium_prausnitzii,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
inflammatory bowel disease,faeces,59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,Prevotella_sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
inflammatory bowel disease,faeces,2172,"[2172, 2159, 2158, 183925, 2283794, 28890, 2157, 131567, 1]",2159,,methanobrevibacter,methanobacteriaceae,methanobacteriales,methanobacteria,Euryarchaeota,methanomada group,archaea,reduced
rosacea,skin swab,1747,"[1747, 1912216, 31957, 85009, 1760, 201174, 1783272, 2, 131567, 1]",1912216,Cutibacterium_acnes,cutibacterium,propionibacteriaceae,propionibacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,reduced
rosacea,skin swab,161879,"[161879, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,Corynebacterium_kroppenstedtii,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
rosacea,skin swab,28131,"[28131, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,Prevotella_intermedia,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
rosacea,skin swab,827,"[827, 194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",194,Campylobacter_ureolyticus,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,Campylobacterota,,bacteria,elevated
barrett's oesophagus,tissue biopsie,13687,"[13687, 41297, 204457, 28211, 1224, 2, 131567, 1]",41297,,sphingomonas,sphingomonadaceae,sphingomonadales,alphaproteobacteria,Pseudomonadota,,bacteria,elevated
barrett's oesophagus,tissue biopsie,194,"[194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",72294,,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,Campylobacterota,,bacteria,elevated
barrett's oesophagus,tissue biopsie,60133,"[60133, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",838,Prevotella_pallens,prevotella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
barrett's oesophagus,tissue biopsie,28124,"[28124, 836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",836,Porphyromonas_endodontalis,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
barrett's oesophagus,tissue biopsie,416916,"[416916, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,aggregatibacter,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
esophageal cancer,tissue biopsie,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
esophageal cancer,tissue biopsie,203557,"[203557, 48461, 203494, 74201, 1783257, 2, 131567, 1]",48461,,,verrucomicrobiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,elevated
esophageal cancer,tissue biopsie,239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,Akkermansia_muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiia,Verrucomicrobiota,pvc group,bacteria,elevated
type 2 diabetes,saliva,10376,"[10376, 3050299, 10375, 10374, 3044472, 548681, 2731363, 2731361, 2731360, 2731341, 10239, 1]",3050299,Lymphocryptovirus_humangamma4,lymphocryptovirus,orthoherpesviridae,herpesvirales,herviviricetes,Peploviricota,duplodnaviria,viruses,elevated
type 2 diabetes,saliva,10566,"[10566, 173087, 333774, 151340, 2732533, 2732421, 2732415, 2732092, 2731342, 10239, 1]",173087,Human_papillomavirus,,papillomaviridae,zurhausenvirales,papovaviricetes,Cossaviricota,monodnaviria,viruses,elevated
atopic eczema,faeces,562,"[562, 561, 543, 91347, 1236, 1224, 2, 131567, 1]",561,Escherichia_coli,escherichia,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
atopic eczema,faeces,1496,"[1496, 1870884, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1870884,Clostridioides_difficile,clostridioides,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
atopic wheeze,faeces,1496,"[1496, 1870884, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1870884,Clostridioides_difficile,clostridioides,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
atopic dermatitis,faeces,1496,"[1496, 1870884, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1870884,Clostridioides_difficile,clostridioides,peptostreptococcaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
rheumatoid arthritis,faeces,165179,"[165179, 2974251, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2974251,Segatella_copri,segatella,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,elevated
rheumatoid arthritis,faeces,33958,"[33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
colorectal cancer,tissue biopsie,851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,Fusobacterium_nucleatum,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,elevated
colorectal cancer,tissue biopsie,851,"[851, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",848,Fusobacterium_nucleatum,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,Fusobacteriota,,bacteria,elevated
hepatic encephalopathy,faeces,186826,"[186826, 91061, 1239, 1783272, 2, 131567, 1]",91061,,,,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
hepatic encephalopathy,faeces,1268,"[1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",85006,,,micrococcaceae,micrococcales,actinomycetes,Actinomycetota,terrabacteria group,bacteria,elevated
hepatic encephalopathy,faeces,186803,"[186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,lachnospiraceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,reduced
hepatic encephalopathy,faeces,712,"[712, 135625, 1236, 1224, 2, 131567, 1]",135625,,,pasteurellaceae,pasteurellales,gammaproteobacteria,Pseudomonadota,,bacteria,reduced
hepatic encephalopathy,faeces,815,"[815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,bacteroidaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
hepatic encephalopathy,faeces,543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,Pseudomonadota,,bacteria,elevated
hepatic encephalopathy,faeces,1300,"[1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
hepatic encephalopathy,faeces,186806,"[186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,eubacteriaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
hepatic encephalopathy,saliva,33958,"[33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,lactobacillaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
hepatic encephalopathy,saliva,1300,"[1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186826,,,streptococcaceae,lactobacillales,bacilli,Bacillota,terrabacteria group,bacteria,elevated
hepatic encephalopathy,saliva,31979,"[31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186802,,,clostridiaceae,eubacteriales,clostridia,Bacillota,terrabacteria group,bacteria,elevated
hepatic encephalopathy,saliva,171552,"[171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,prevotellaceae,bacteroidales,bacteroidia,Bacteroidota,fcb group,bacteria,reduced
hepatic encephalopathy,saliva,231052,"[231052, 433, 204441, 28211, 1224, 2, 131567, 1]",433,,saccharibacter,acetobacteraceae,rhodospirillales,alphaproteobacteria,Pseudomonadota,,bacteria,reduced
