taxid,lineage,parent_taxid,species,genus,family,order,class,phylum,clade,superkingdom
29387,"[29387, 91994, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",91994,staphylococcus sp.,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
32207,"[32207, 1268, 85006, 1760, 201174, 1783272, 2, 131567, 1]",1268,,rothia,micrococcaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
165179,"[165179, 2974251, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2974251,segatella copri,segatella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
171550,"[171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
239759,"[239759, 171550, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171550,,alistipes,rikenellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1591,"[1591, 2620435, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2620435,lactobacillus sp.,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
2172,"[2172, 2159, 2158, 183925, 2283794, 28890, 2157, 131567, 1]",2159,,methanobrevibacter,methanobacteriaceae,methanobacteriales,methanobacteria,euryarchaeota,methanomada group,archaea
133925,"[133925, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,olsenella,atopobiaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
41978,"[41978, 2608920, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2608920,ruminococcus sp.,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
44748,"[44748, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,sporobacter,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
580596,"[580596, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,butyricicoccus,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
204475,"[204475, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",538999,,gemmiger,,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1505657,"[1505657, 186804, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186804,,intestinibacter,peptostreptococcaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1506,"[1506, 2614128, 1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2614128,clostridium sp.,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1485,"[1485, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,clostridium,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
109326,"[109326, 543314, 538999, 186802, 186801, 1239, 1783272, 2, 131567, 1]",543314,,anaerovorax,eubacteriales family xiii. incertae sedis,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
40544,"[40544, 995019, 80840, 28216, 1224, 2, 131567, 1]",995019,,sutterella,sutterellaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
459786,"[459786, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,oscillibacter,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33024,"[33024, 909930, 1843488, 909932, 1239, 1783272, 2, 131567, 1]",909930,,phascolarctobacterium,acidaminococcaceae,acidaminococcales,negativicutes,bacillota,terrabacteria group,bacteria
33042,"[33042, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,coprococcus,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
572511,"[572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
207244,"[207244, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,anaerostipes,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
29465,"[29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",31977,,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
84111,"[84111, 1643826, 1643822, 84998, 201174, 1783272, 2, 131567, 1]",1643826,,eggerthella,eggerthellaceae,eggerthellales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
841,"[841, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,roseburia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
142586,"[142586, 2624479, 1730, 186806, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2624479,eubacterium sp.,eubacterium,eubacteriaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
543,"[543, 91347, 1236, 1224, 2, 131567, 1]",91347,,,enterobacteriaceae,enterobacterales,gammaproteobacteria,pseudomonadota,,bacteria
976,"[976, 68336, 1783270, 2, 131567, 1]",68336,,,,,,bacteroidota,fcb group,bacteria
815,"[815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171549,,,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
31953,"[31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",85004,,,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1224,"[1224, 2, 131567, 1]",2,,,,,,pseudomonadota,,bacteria
135621,"[135621, 72274, 1236, 1224, 2, 131567, 1]",72274,,,pseudomonadaceae,pseudomonadales,gammaproteobacteria,pseudomonadota,,bacteria
976,"[976, 68336, 1783270, 2, 131567, 1]",68336,,,,,,bacteroidota,fcb group,bacteria
1266,"[1266, 31979, 186802, 186801, 1239, 1783272, 2, 131567, 1]",31979,,sarcina,clostridiaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
33035,"[33035, 572511, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",572511,blautia producta,blautia,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
990721,"[990721, 990719, 186802, 186801, 1239, 1783272, 2, 131567, 1]",990719,,christensenella,christensenellaceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
244127,"[244127, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,anaerotruncus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
35783,"[35783, 2608891, 1350, 81852, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608891,enterococcus sp.,enterococcus,enterococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
174708,"[174708, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",128827,,allobaculum,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
31971,"[31971, 2749846, 128827, 526525, 526524, 1239, 1783272, 2, 131567, 1]",2749846,amedibacillus dolichus,amedibacillus,erysipelotrichaceae,erysipelotrichales,erysipelotrichia,bacillota,terrabacteria group,bacteria
823,"[823, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",375288,parabacteroides distasonis,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1282,"[1282, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,staphylococcus epidermidis,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
1357,"[1357, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1300,,lactococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
33038,"[33038, 2316020, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",2316020,[ruminococcus] gnavus,mediterraneibacter,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
29523,"[29523, 2646097, 816, 815, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2646097,bacteroides sp.,bacteroides,bacteroidaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
1280,"[1280, 1279, 90964, 1385, 91061, 1239, 1783272, 2, 131567, 1]",1279,staphylococcus aureus,staphylococcus,staphylococcaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
40518,"[40518, 1263, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",1263,ruminococcus bromii,ruminococcus,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
76833,"[76833, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2049,,actinobaculum,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1810,"[1810, 1866885, 1762, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1866885,mycolicibacterium vaccae,mycolicibacterium,mycobacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
272239,"[272239, 256818, 85023, 85006, 1760, 201174, 1783272, 2, 131567, 1]",256818,gulosibacter bifidus,gulosibacter,microbacteriaceae,micrococcales,actinomycetes,actinomycetota,terrabacteria group,bacteria
57037,"[57037, 2759736, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2759736,lacticaseibacillus zeae,lacticaseibacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
1869337,"[1869337, 2649774, 375288, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2649774,parabacteroides sp.,parabacteroides,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
216851,"[216851, 216572, 186802, 186801, 1239, 1783272, 2, 131567, 1]",216572,,faecalibacterium,oscillospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
239934,"[239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",1647988,,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
189330,"[189330, 186803, 186802, 186801, 1239, 1783272, 2, 131567, 1]",186803,,dorea,lachnospiraceae,eubacteriales,clostridia,bacillota,terrabacteria group,bacteria
147802,"[147802, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,lactobacillus iners,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
109790,"[109790, 1578, 33958, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1578,lactobacillus jensenii,lactobacillus,lactobacillaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
416916,"[416916, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,aggregatibacter,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
194,"[194, 72294, 213849, 3031852, 29547, 2, 131567, 1]",72294,,campylobacter,campylobacteraceae,campylobacterales,epsilonproteobacteria,campylobacterota,,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
75984,"[75984, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,mannheimia,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
482,"[482, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
1716,"[1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1653,,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
133925,"[133925, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,olsenella,atopobiaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
970,"[970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,selenomonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria
195950,"[195950, 2005525, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2005525,,tannerella,tannerellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
68766,"[68766, 2648384, 848, 203492, 203491, 203490, 32066, 2, 131567, 1]",2648384,fusobacterium sp.,fusobacterium,fusobacteriaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
482,"[482, 481, 206351, 28216, 1224, 2, 131567, 1]",481,,neisseria,neisseriaceae,neisseriales,betaproteobacteria,pseudomonadota,,bacteria
836,"[836, 171551, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",171551,,porphyromonas,porphyromonadaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
133925,"[133925, 1643824, 84999, 84998, 201174, 1783272, 2, 131567, 1]",1643824,,olsenella,atopobiaceae,coriobacteriales,coriobacteriia,actinomycetota,terrabacteria group,bacteria
1378,"[1378, 539738, 1385, 91061, 1239, 1783272, 2, 131567, 1]",539738,,gemella,gemellaceae,bacillales,bacilli,bacillota,terrabacteria group,bacteria
1306,"[1306, 2608887, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",2608887,streptococcus sp.,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
724,"[724, 712, 135625, 1236, 1224, 2, 131567, 1]",712,,haemophilus,pasteurellaceae,pasteurellales,gammaproteobacteria,pseudomonadota,,bacteria
117563,"[117563, 186828, 186826, 91061, 1239, 1783272, 2, 131567, 1]",186828,,granulicatella,carnobacteriaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
29317,"[29317, 2609248, 1654, 2049, 2037, 1760, 201174, 1783272, 2, 131567, 1]",2609248,actinomyces sp.,actinomyces,actinomycetaceae,actinomycetales,actinomycetes,actinomycetota,terrabacteria group,bacteria
32067,"[32067, 1129771, 203491, 203490, 32066, 2, 131567, 1]",1129771,,leptotrichia,leptotrichiaceae,fusobacteriales,fusobacteriia,fusobacteriota,,bacteria
61592,"[61592, 1716, 1653, 85007, 1760, 201174, 1783272, 2, 131567, 1]",1716,corynebacterium durum,corynebacterium,corynebacteriaceae,mycobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
47671,"[47671, 47670, 119060, 80840, 28216, 1224, 2, 131567, 1]",47670,lautropia mirabilis,lautropia,burkholderiaceae,burkholderiales,betaproteobacteria,pseudomonadota,,bacteria
39778,"[39778, 29465, 31977, 1843489, 909932, 1239, 1783272, 2, 131567, 1]",29465,veillonella dispar,veillonella,veillonellaceae,veillonellales,negativicutes,bacillota,terrabacteria group,bacteria
1309,"[1309, 1301, 1300, 186826, 91061, 1239, 1783272, 2, 131567, 1]",1301,streptococcus mutans,streptococcus,streptococcaceae,lactobacillales,bacilli,bacillota,terrabacteria group,bacteria
59823,"[59823, 2638335, 838, 171552, 171549, 200643, 976, 68336, 1783270, 2, 131567, 1]",2638335,prevotella sp.,prevotella,prevotellaceae,bacteroidales,bacteroidia,bacteroidota,fcb group,bacteria
970,"[970, 1843491, 909929, 909932, 1239, 1783272, 2, 131567, 1]",1843491,,selenomonas,selenomonadaceae,selenomonadales,negativicutes,bacillota,terrabacteria group,bacteria
42374,"[42374, 5475, 1535325, 766764, 2916678, 4892, 4891, 147537, 716545, 4890, 451864, 4751, 33154, 2759, 131567, 1]",5475,candida dubliniensis,candida,debaryomycetaceae,saccharomycetales,saccharomycetes,ascomycota,opisthokonta,eukaryota
239935,"[239935, 239934, 1647988, 48461, 203494, 74201, 1783257, 2, 131567, 1]",239934,akkermansia muciniphila,akkermansia,akkermansiaceae,verrucomicrobiales,verrucomicrobiae,verrucomicrobiota,pvc group,bacteria
41200,"[41200, 2608897, 1678, 31953, 85004, 1760, 201174, 1783272, 2, 131567, 1]",2608897,bifidobacterium sp.,bifidobacterium,bifidobacteriaceae,bifidobacteriales,actinomycetes,actinomycetota,terrabacteria group,bacteria
